datetime,index_return_sh,index_return_sz,index_return_cyb,index_return_bse,limit_up_1st,limit_up_2nd,limit_up_3rd,limit_up_4th,limit_up_5th,limit_up_6th,limit_down,limit_up_20cm_1st,limit_up_20cm,limit_up_30cm_1st,limit_up_30cm
2021-12-27,0.364379459190411,0.012765026475801109,-0.20814468885195622,-0.8552313059094814,0.0,0.0,0.0048951048951048955,0.0234375,0.007194244604316547,0.0,0.0,0.47290605224728216,0.4769968758456127,0.4168380929332043,0.0
2021-12-28,0.22313342403568245,0.012765026475801109,0.1675677458988674,-0.8552313059094814,0.0,0.0,0.0038461538461538464,0.015625,0.007194244604316547,0.0,0.0,0.5020152523121856,0.5160857051487049,0.45565437775626544,0.0
2021-12-29,0.08188738888095394,0.13669732235736556,1.2947050501513382,1.1810337081607123,0.0,0.1111111111111111,0.0024475524475524478,0.01953125,0.007194244604316547,0.023809523809523808,0.0,0.41743955865649846,0.4141939927677057,0.37307397547596,0.0
2021-12-30,0.3996909679790931,0.7563588017651879,1.2947050501513382,1.859788712850777,0.42857142857142855,0.0,0.001048951048951049,0.02734375,0.007194244604316547,0.047619047619047616,0.05,0.5166769430472172,0.5230326437234017,0.4620845434010971,0.0
2021-12-31,-0.2359161902171852,0.26062961823893,0.9189926154005146,0.5022787034706477,0.2857142857142857,0.1111111111111111,0.0038461538461538464,0.015625,0.007194244604316547,0.0,0.0,0.5135550868083725,0.4955400851147574,0.42007166290201137,0.0
2022-01-04,0.8940520910206429,0.8802910976467523,0.9189926154005146,1.1810337081607123,0.0,0.1111111111111111,0.006643356643356644,0.01953125,0.0,0.0,0.0,0.46335875385364267,0.45335662099333357,0.34683903409702055,0.0
2022-01-05,-0.5890312781040065,0.8802910976467523,-0.20814468885195622,-0.8552313059094814,0.2857142857142857,0.1111111111111111,0.011538461538461539,0.01171875,0.007194244604316547,0.023809523809523808,0.0,0.41025474606522794,0.38689331135765426,0.32851323007421745,0.0
2022-01-06,0.8234290734432786,0.012765026475801109,0.543280180649691,-0.1764763012194168,0.0,0.2222222222222222,0.001048951048951049,0.02734375,0.0,0.0,0.0,0.4602174265779652,0.44262133772846923,0.38401836613961493,0.0
2022-01-07,-0.5537197693153243,-0.11116726940576335,-0.20814468885195622,1.1810337081607123,0.14285714285714285,0.1111111111111111,0.006993006993006993,0.015625,0.007194244604316547,0.0,0.0,0.46480610092487423,0.44594720917074615,0.3873090781972679,0.0
2022-01-10,0.22313342403568245,0.26062961823893,0.543280180649691,-0.8552313059094814,0.2857142857142857,0.1111111111111111,0.0034965034965034965,0.02734375,0.007194244604316547,0.0,0.0,0.5019763102385202,0.49693734471476725,0.4189019307303431,0.0
2022-01-11,-0.12998166385113882,-0.4829641570504567,0.1675677458988674,0.5022787034706477,0.0,0.2222222222222222,0.002097902097902098,0.015625,0.007194244604316547,0.0,0.0,0.4295375628752231,0.41251629726206007,0.3772688770571152,0.0
2022-01-12,1.0706096349640535,0.38456191412049445,-0.9595695583536035,1.1810337081607123,0.2857142857142857,0.2222222222222222,0.0,0.0234375,0.007194244604316547,0.023809523809523808,0.0,0.53120233652442,0.543656982608054,0.5087696299881682,0.0
2022-01-13,-0.44778524294927796,1.4999525770545745,0.1675677458988674,-0.8552313059094814,0.14285714285714285,0.2222222222222222,0.0024475524475524478,0.0078125,0.014388489208633094,0.0,0.0,0.4005516793769268,0.3787213106688643,0.36281865117779927,0.0
2022-01-14,0.08188738888095394,-0.11116726940576335,2.0461299196529854,0.5022787034706477,0.0,0.1111111111111111,0.002097902097902098,0.0625,0.007194244604316547,0.0,0.0,0.414564335550868,0.47947651964281324,0.45973499515972893,0.0
2022-01-17,0.8940520910206429,0.38456191412049445,0.1675677458988674,3.0,0.2857142857142857,0.1111111111111111,0.001048951048951049,0.0703125,0.02158273381294964,0.023809523809523808,0.0,0.5142560441343501,0.5492755405771077,0.4751499139507368,0.0
2022-01-18,-0.5537197693153243,0.012765026475801109,-0.9595695583536035,0.5022787034706477,0.42857142857142855,0.1111111111111111,0.013286713286713287,0.015625,0.014388489208633094,0.0,0.0,0.5284049975661204,0.4847506826400335,0.39255270517371194,0.0
2022-01-19,-0.16529317263982093,-0.2350995652873278,0.543280180649691,-0.8552313059094814,0.2857142857142857,0.3333333333333333,0.0024475524475524478,0.01953125,0.007194244604316547,0.023809523809523808,0.0,0.45530423495051114,0.4122506211409314,0.347121383241906,0.0
2022-01-20,-0.5537197693153243,0.012765026475801109,-0.20814468885195622,1.1810337081607123,0.0,0.5555555555555556,0.004195804195804196,0.015625,0.0,0.023809523809523808,0.0,0.4709524582184001,0.47214090674276166,0.4092886146068624,0.0
2022-01-21,-0.20060468142850307,-0.35903186116889224,0.1675677458988674,-0.1764763012194168,0.0,0.2222222222222222,0.013636363636363636,0.01171875,0.0,0.0,0.0,0.41731624208989127,0.41674251555927294,0.38586371947940196,0.0
2022-01-24,-0.12998166385113882,0.13669732235736556,-0.5838571236027799,-0.1764763012194168,0.0,0.1111111111111111,0.010839160839160839,0.0078125,0.0,0.0,0.0,0.47946779165990583,0.49354259427812364,0.4442931859739701,0.0
2022-01-25,-0.8009003308360992,-0.6068964529320212,0.1675677458988674,-0.1764763012194168,0.14285714285714285,0.1111111111111111,0.016783216783216783,0.0078125,0.0,0.0,0.0,0.30895992211585266,0.33620329143194516,0.3305905130687319,0.0
2022-01-26,-0.09467015506245668,-0.35903186116889224,-0.9595695583536035,0.5022787034706477,0.0,0.0,0.008741258741258742,0.01171875,0.0,0.0,0.0,0.5193769268213532,0.5098816757275344,0.4534796170807787,0.0
2022-01-27,-1.012769383568192,-0.4829641570504567,-0.9595695583536035,-0.8552313059094814,0.0,0.0,0.021678321678321677,0.0078125,0.0,0.0,0.0,0.361278598085348,0.33903225012914817,0.31094707970313007,0.0
2022-01-28,0.18782191524700032,-0.7308287488135856,-0.5838571236027799,-0.8552313059094814,0.0,0.0,0.006643356643356644,0.01171875,0.007194244604316547,0.0,0.0,0.4139023202985559,0.4492288012595017,0.4227203667849844,0.0
2022-02-07,1.1059211437527356,0.012765026475801109,-0.9595695583536035,-0.1764763012194168,0.0,0.0,0.006993006993006993,0.01953125,0.007194244604316547,0.023809523809523808,0.0,0.6082037968521823,0.5226882487515683,0.43050177476605356,0.0
2022-02-08,0.18782191524700032,0.8802910976467523,0.543280180649691,-0.8552313059094814,0.14285714285714285,0.0,0.0017482517482517483,0.01171875,0.007194244604316547,0.0,0.0,0.5202531234788252,0.42724164227202294,0.3379652038291922,0.0
2022-02-09,0.929363599809325,0.26062961823893,2.0461299196529854,1.1810337081607123,0.0,0.1111111111111111,0.0,0.015625,0.007194244604316547,0.0,0.0,0.5279896154470225,0.5512435118447271,0.4640240131225126,0.0
2022-02-10,-0.2359161902171852,0.13669732235736556,0.1675677458988674,1.859788712850777,0.2857142857142857,0.1111111111111111,0.0006993006993006993,0.0078125,0.0,0.0,0.0,0.48775596300503005,0.43913802858478274,0.3536591104657416,0.0
2022-02-11,-0.27122769900586735,-0.35903186116889224,-0.20814468885195622,-0.1764763012194168,0.42857142857142855,0.2222222222222222,0.0034965034965034965,0.0078125,0.0,0.0,0.0,0.43389258478013953,0.3991488524267546,0.3248998332795525,0.0
2022-02-14,0.7528060558659143,0.13669732235736556,0.1675677458988674,-0.8552313059094814,0.0,0.2222222222222222,0.0024475524475524478,0.0234375,0.0,0.023809523809523808,0.0,0.41279247119909135,0.4375833312833633,0.40260635151124013,0.0
2022-02-15,-0.05935864627377457,0.38456191412049445,-0.9595695583536035,-0.8552313059094814,0.0,0.0,0.0048951048951048955,0.0078125,0.007194244604316547,0.0,0.0,0.509206555249067,0.5586037243856241,0.5240769872001722,0.0
2022-02-16,0.01126437130358969,-0.11116726940576335,0.9189926154005146,-0.8552313059094814,0.0,0.0,0.0,0.03125,0.014388489208633094,0.0,0.0,0.5138211909784196,0.48655137634990536,0.42252877272238354,0.0
2022-02-17,-0.30653920779454946,-0.2350995652873278,-0.9595695583536035,1.1810337081607123,0.0,0.0,0.0038461538461538464,0.01953125,0.007194244604316547,0.0,0.0,0.4807658607820866,0.49233721187670665,0.44575198988921155,0.0
2022-02-18,-0.20060468142850307,-0.2350995652873278,0.1675677458988674,-0.8552313059094814,0.42857142857142855,0.0,0.00034965034965034965,0.0234375,0.0,0.0,0.0,0.5191627454161933,0.4887013849597796,0.4047945573841024,0.0
2022-02-21,0.3996909679790931,1.1281556894098812,0.543280180649691,1.1810337081607123,0.0,0.3333333333333333,0.0,0.04296875,0.02158273381294964,0.0,0.0,0.4763654064578939,0.4794174805047847,0.3937795794342261,0.0
2022-02-22,-0.6596542956813707,0.26062961823893,3.0,0.5022787034706477,0.2857142857142857,0.1111111111111111,0.001048951048951049,0.0,0.02158273381294964,0.0,0.0,0.41440856725620634,0.4116553098324765,0.3738302678283317,0.0
2022-02-23,0.6115600207111859,-0.4829641570504567,0.9189926154005146,3.0,0.2857142857142857,0.1111111111111111,0.0013986013986013986,0.02734375,0.014388489208633094,0.0,0.0,0.5367126399480772,0.568787975695555,0.51493089168549,0.0
2022-02-24,-0.730277313258735,-0.35903186116889224,-0.5838571236027799,0.5022787034706477,0.5714285714285714,0.3333333333333333,0.01048951048951049,0.015625,0.0,0.0,0.0,0.3665357780301801,0.36711028018990927,0.3493196730127998,0.0
2022-02-25,-0.05935864627377457,-0.11116726940576335,-0.20814468885195622,-0.8552313059094814,0.2857142857142857,0.4444444444444444,0.002097902097902098,0.01953125,0.0,0.0,0.0,0.517228622424144,0.534869990898133,0.507011670431322,0.0
2022-02-28,-0.44778524294927796,-0.35903186116889224,0.1675677458988674,-0.8552313059094814,0.0,0.3333333333333333,0.004195804195804196,0.01953125,0.0,0.0,0.0,0.49713451241278594,0.4909251924921897,0.4502124341185329,0.0
2022-03-01,-0.09467015506245668,-0.4829641570504567,-0.5838571236027799,0.5022787034706477,0.0,0.1111111111111111,0.0017482517482517483,0.01171875,0.014388489208633094,0.0,0.0,0.5263670290442966,0.4872500061499103,0.4254228514574594,0.0
2022-03-02,-0.09467015506245668,0.26062961823893,-0.5838571236027799,-0.1764763012194168,0.2857142857142857,0.1111111111111111,0.0,0.015625,0.0,0.0,0.0,0.4679993509654389,0.42354185628889823,0.3606170001075616,0.0
2022-03-03,-0.024047137485092435,1.0042233935283167,0.543280180649691,-0.8552313059094814,0.14285714285714285,0.3333333333333333,0.00034965034965034965,0.01171875,0.014388489208633094,0.0,0.0,0.47090053545351285,0.4217214828663502,0.36957822415833064,0.0
2022-03-04,-0.4830967517379601,-0.4829641570504567,1.2947050501513382,-0.1764763012194168,0.0,0.3333333333333333,0.0048951048951048955,0.015625,0.0,0.0,0.0,0.4142463086159338,0.4076357285183637,0.3680521942562117,0.0
2022-03-07,-0.3418507165832316,-0.2350995652873278,-0.5838571236027799,1.1810337081607123,0.14285714285714285,0.1111111111111111,0.0034965034965034965,0.015625,0.014388489208633094,0.0,0.0,0.33583644329060525,0.306304887948636,0.27556604280950847,0.0
2022-03-08,-0.8362118396247814,-0.11116726940576335,-0.9595695583536035,-0.8552313059094814,0.0,0.1111111111111111,0.017482517482517484,0.00390625,0.0,0.0,0.0,0.32399156255070577,0.3465105409461023,0.35964222329783796,0.0
2022-03-09,-0.41247373416059585,0.012765026475801109,0.1675677458988674,-0.8552313059094814,0.0,0.0,0.003146853146853147,0.0078125,0.007194244604316547,0.0,0.0,0.4034463735193899,0.42004378736070463,0.399026567710014,0.0
2022-03-10,0.7174945470772323,0.13669732235736556,0.543280180649691,0.5022787034706477,0.0,0.0,0.0013986013986013986,0.01953125,0.0,0.0,0.0,0.5557747850073016,0.5824112567956509,0.5098687748736151,0.0
2022-03-11,0.3290679504017288,-0.35903186116889224,-0.5838571236027799,-0.1764763012194168,0.14285714285714285,0.0,0.002097902097902098,0.02734375,0.014388489208633094,0.0,0.0,0.5035275028395262,0.5056111780768001,0.45880391524147573,0.0
2022-03-14,-0.5537197693153243,0.508494210002059,-0.5838571236027799,-0.1764763012194168,0.0,0.0,0.005944055944055944,0.0078125,0.0,0.0,0.0,0.30757747850073014,0.32354431625298274,0.30037579326664515,0.0
2022-03-15,-0.8362118396247814,-0.6068964529320212,0.543280180649691,-0.8552313059094814,0.14285714285714285,0.0,0.02972027972027972,0.0078125,0.007194244604316547,0.0,0.0,0.1553594028882038,0.2605397161201447,0.3343282779391201,0.0
2022-03-16,2.129954898624517,-0.2350995652873278,-0.9595695583536035,1.859788712850777,0.0,0.1111111111111111,0.001048951048951049,0.0234375,0.007194244604316547,0.0,0.0,0.6432970955703391,0.660664583897075,0.5801575104872536,0.0
2022-03-17,0.9646751085980071,0.508494210002059,0.543280180649691,-0.8552313059094814,0.5714285714285714,0.0,0.0,0.02734375,0.007194244604316547,0.023809523809523808,0.0,0.5673860133052085,0.5937074118717868,0.5166854899429923,0.0
2022-03-18,1.0352981261753713,0.012765026475801109,1.2947050501513382,1.1810337081607123,0.0,0.2222222222222222,0.00034965034965034965,0.03515625,0.007194244604316547,0.0,0.0,0.5493688138893396,0.4907037957245825,0.42400102183500055,0.0
2022-03-21,1.0706096349640535,1.8717494646992678,0.9189926154005146,1.859788712850777,0.2857142857142857,0.1111111111111111,0.00034965034965034965,0.015625,0.014388489208633094,0.0,0.0,0.48185623884471845,0.4955696046837717,0.4355370011831774,0.0
2022-03-22,0.08188738888095394,0.6324265058836234,1.6704174849021616,0.5022787034706477,0.42857142857142855,0.2222222222222222,0.0024475524475524478,0.015625,0.0,0.0,0.0,0.4889566769430472,0.45103441489754253,0.3734101054103474,0.0
2022-03-23,0.18782191524700032,0.012765026475801109,-0.20814468885195622,1.859788712850777,0.0,0.4444444444444444,0.002097902097902098,0.01171875,0.0,0.0,0.0,0.4988804153821191,0.5111116577697966,0.4548543885124234,0.0
2022-03-24,0.1525104064583182,-0.35903186116889224,0.543280180649691,-0.1764763012194168,0.14285714285714285,0.4444444444444444,0.0017482517482517483,0.0078125,0.0,0.0,0.0,0.43543079668992374,0.434326338835453,0.40814241153060127,0.0
2022-03-25,0.364379459190411,0.26062961823893,-0.20814468885195622,-0.1764763012194168,0.14285714285714285,0.4444444444444444,0.002097902097902098,0.015625,0.0,0.0,0.0,0.4007074476715885,0.38215542053086027,0.33540053242981605,0.0
2022-03-28,-0.024047137485092435,0.13669732235736556,0.1675677458988674,-0.1764763012194168,0.0,0.2222222222222222,0.005594405594405594,0.01171875,0.0,0.0,0.0,0.48120720428362806,0.4251801923691915,0.36436484887598153,0.0
2022-03-29,-0.12998166385113882,0.012765026475801109,-0.5838571236027799,1.1810337081607123,0.14285714285714285,0.0,0.0048951048951048955,0.0078125,0.007194244604316547,0.0,0.0,0.455310725296122,0.45263339155248344,0.4183002581477896,0.0
2022-03-30,0.5762485119225037,-0.2350995652873278,0.543280180649691,-0.8552313059094814,0.14285714285714285,0.0,0.0,0.015625,0.007194244604316547,0.0,0.0,0.6035631997403862,0.6277287151607588,0.5552362321178875,0.0
2022-03-31,-0.41247373416059585,-0.2350995652873278,-0.20814468885195622,0.5022787034706477,0.0,0.1111111111111111,0.002097902097902098,0.02734375,0.0,0.0,0.0,0.4480415382119098,0.41683107426631577,0.37366556416048186,0.0
2022-04-01,0.364379459190411,-0.2350995652873278,0.543280180649691,-0.1764763012194168,0.14285714285714285,0.0,0.004545454545454545,0.01171875,0.007194244604316547,0.023809523809523808,0.0,0.5375304234950511,0.5197461317064771,0.4296446434333656,0.0
2022-04-06,0.364379459190411,0.508494210002059,0.1675677458988674,1.859788712850777,0.0,0.1111111111111111,0.004545454545454545,0.01171875,0.0,0.0,0.0,0.4780399156255071,0.4530860249440359,0.3785293643110681,0.0
2022-04-07,-0.8009003308360992,-0.35903186116889224,-0.5838571236027799,0.5022787034706477,0.2857142857142857,0.1111111111111111,0.00909090909090909,0.0078125,0.007194244604316547,0.0,0.0,0.3842674022391692,0.3940272072027749,0.34952471227277615,0.0
2022-04-08,0.22313342403568245,0.012765026475801109,0.1675677458988674,-0.1764763012194168,0.14285714285714285,0.2222222222222222,0.005244755244755245,0.0078125,0.0,0.0,0.0,0.5070257991238033,0.4699810582765492,0.40895584597181883,0.0
2022-04-11,-0.09467015506245668,0.26062961823893,-0.20814468885195622,-0.1764763012194168,0.0,0.1111111111111111,0.012587412587412588,0.01171875,0.0,0.0,0.0,0.30753853642706475,0.2945954589063,0.2791122136172959,0.0
2022-04-12,1.0352981261753713,0.7563588017651879,0.543280180649691,-0.1764763012194168,0.0,0.0,0.004195804195804196,0.01171875,0.007194244604316547,0.0,0.0,0.5713191627454162,0.5760793092420851,0.5043629665483489,0.0
2022-04-13,-0.16529317263982093,-0.11116726940576335,1.6704174849021616,0.5022787034706477,0.0,0.0,0.014685314685314685,0.0078125,0.007194244604316547,0.0,0.0,0.42310563037481747,0.396457651718285,0.34447267935893294,0.0
2022-04-14,0.3290679504017288,0.13669732235736556,0.1675677458988674,1.1810337081607123,0.2857142857142857,0.0,0.003146853146853147,0.01171875,0.0,0.0,0.0,0.5556904105143599,0.537502152468574,0.41944982252339463,0.0
2022-04-15,-0.41247373416059585,-0.2350995652873278,-0.20814468885195622,-0.8552313059094814,0.2857142857142857,0.0,0.011538461538461539,0.0078125,0.0,0.0,0.0,0.44767158851208827,0.44748222675948934,0.41211210605571685,0.0
2022-04-18,0.7174945470772323,0.26062961823893,-0.20814468885195622,-0.8552313059094814,0.0,0.1111111111111111,0.011188811188811189,0.015625,0.0,0.0,0.0,0.4448612688625669,0.4933408772231926,0.4576442669678391,0.0
2022-04-19,-0.09467015506245668,0.13669732235736556,0.543280180649691,0.5022787034706477,0.0,0.0,0.005244755244755245,0.01953125,0.0,0.0,0.0,0.47360051922764884,0.4507490590637377,0.3739479133053673,0.0
2022-04-20,-0.20060468142850307,0.13669732235736556,0.1675677458988674,0.5022787034706477,0.14285714285714285,0.0,0.002797202797202797,0.01171875,0.007194244604316547,0.0,0.0,0.38930391043323054,0.3732552704730512,0.2970447456168656,0.0
2022-04-21,-0.6596542956813707,0.012765026475801109,-0.5838571236027799,-0.1764763012194168,0.14285714285714285,0.0,0.024475524475524476,0.00390625,0.0,0.0,0.0,0.32989777705662826,0.3422302034390298,0.34739028718941595,0.0
2022-04-22,0.5409370031338216,0.13669732235736556,-0.20814468885195622,-0.8552313059094814,0.14285714285714285,0.0,0.023776223776223775,0.0234375,0.007194244604316547,0.0,0.0,0.4916242089891287,0.4607561929595828,0.39714087877810045,0.0
2022-04-25,-0.8362118396247814,-0.11116726940576335,-0.5838571236027799,-0.1764763012194168,0.0,0.0,0.044080419580419555,0.0078125,0.0,0.0,0.0,0.14357942560441345,0.17587759218715412,0.2334523233301065,0.0
2022-04-26,-0.16529317263982093,-0.7308287488135856,0.1675677458988674,-0.8552313059094814,0.0,0.0,0.044080419580419555,0.01171875,0.0,0.0,0.0,0.3833652441992536,0.3933826966126295,0.3915409540712057,0.0
2022-04-27,2.624316021666067,0.26062961823893,-0.9595695583536035,0.5022787034706477,0.0,0.0,0.00909090909090909,0.05078125,0.0,0.0,0.0,0.6382151549570014,0.660664583897075,0.5801575104872536,0.0
2022-04-28,0.11719889766963607,0.508494210002059,0.9189926154005146,-0.8552313059094814,0.14285714285714285,0.0,0.011888111888111888,0.0078125,0.0,0.0,0.0,0.5143793607009574,0.46414602346805744,0.3586976981822093,0.0
2022-04-29,3.0,0.6324265058836234,0.1675677458988674,1.859788712850777,0.0,0.1111111111111111,0.0006993006993006993,0.04296875,0.007194244604316547,0.0,0.0,0.6327697549894531,0.6569088091313867,0.5582345111326235,0.0
2022-05-05,2.129954898624517,2.367478648225526,0.1675677458988674,-0.8552313059094814,0.42857142857142855,0.1111111111111111,0.0024475524475524478,0.02734375,0.014388489208633094,0.0,0.0,0.5207204283628103,0.48635949915131244,0.3756520920727116,0.0
2022-05-06,0.2937564416130467,0.6324265058836234,2.421842354403809,0.5022787034706477,0.0,0.3333333333333333,0.004195804195804196,0.01953125,0.007194244604316547,0.0,0.0,0.3365828330358592,0.3698851196772528,0.35639856943099923,0.0
2022-05-09,2.0593318810471533,0.13669732235736556,0.543280180649691,2.5385437175408416,0.14285714285714285,0.2222222222222222,0.0,0.03125,0.007194244604316547,0.0,0.0,0.48221969819892907,0.45507859585250066,0.39489889211573626,0.0
2022-05-10,0.8940520910206429,1.2520879852914457,0.9189926154005146,0.5022787034706477,0.5714285714285714,0.3333333333333333,0.00034965034965034965,0.03515625,0.014388489208633094,0.0,0.0,0.5451306182054194,0.5424516002066371,0.493018581262773,0.0
2022-05-11,0.4350024767677752,0.26062961823893,2.7975547891546326,0.5022787034706477,0.2857142857142857,0.3333333333333333,0.0013986013986013986,0.03125,0.02158273381294964,0.0,0.0,0.5255103034236572,0.5639172468081967,0.5232736366569861,0.0
2022-05-12,0.5409370031338216,-0.35903186116889224,0.543280180649691,1.859788712850777,0.0,0.1111111111111111,0.002097902097902098,0.01953125,0.0,0.0,0.0,0.46876521174752556,0.468751076234287,0.4275303861460686,0.0
